sessao,minuto,hora,solar_kw,potencia_kw,temp_c,soc,comando
4,290,14.75,6.94,3.7,43.4,58.9,REDUCAO_TERMICA
4,295,14.83,6.55,3.7,43.1,59.5,REDUCAO_TERMICA
4,300,14.92,6.39,3.7,43.3,60.1,REDUCAO_TERMICA
4,305,15.0,6.74,3.7,43.0,60.8,REDUCAO_TERMICA
4,310,15.08,5.94,3.7,43.2,61.4,REDUCAO_TERMICA
4,315,15.17,6.46,3.7,43.1,62.0,REDUCAO_TERMICA
4,320,15.25,6.08,3.7,43.1,62.6,REDUCAO_TERMICA
4,325,15.33,5.76,3.7,43.2,63.3,REDUCAO_TERMICA
4,330,15.42,5.57,3.7,43.4,63.9,REDUCAO_TERMICA
4,335,15.5,5.64,3.7,43.5,64.5,REDUCAO_TERMICA
4,340,15.58,4.76,3.7,43.7,65.2,REDUCAO_TERMICA
4,345,15.67,4.77,3.7,43.5,65.8,REDUCAO_TERMICA
4,350,15.75,5.25,3.7,43.7,66.4,REDUCAO_TERMICA
4,355,15.83,4.92,3.7,43.7,67.1,REDUCAO_TERMICA
4,360,15.92,4.06,3.7,43.4,67.7,REDUCAO_TERMICA
4,365,16.0,4.3,3.7,43.3,68.3,REDUCAO_TERMICA
4,370,16.08,4.0,3.7,43.4,69.0,REDUCAO_TERMICA
4,375,16.17,4.16,3.7,43.3,69.6,REDUCAO_TERMICA
4,380,16.25,3.48,3.7,43.5,70.2,REDUCAO_TERMICA
4,385,16.33,3.6,3.7,43.3,70.9,REDUCAO_TERMICA
4,390,16.42,3.71,3.7,43.0,71.5,REDUCAO_TERMICA
4,395,16.5,2.96,3.7,43.3,72.1,REDUCAO_TERMICA
4,400,16.58,3.19,3.7,43.4,72.8,REDUCAO_TERMICA
4,405,16.67,2.98,3.7,43.0,73.4,REDUCAO_TERMICA
4,410,16.75,3.21,3.7,42.7,74.0,REDUCAO_TERMICA
4,415,16.83,2.92,3.7,42.7,74.7,REDUCAO_TERMICA
4,420,16.92,2.37,3.7,42.4,75.3,REDUCAO_TERMICA
4,425,17.0,2.36,3.7,42.2,75.9,REDUCAO_TERMICA
4,430,17.08,2.13,3.7,41.9,76.5,REDUCAO_TERMICA
4,435,17.17,1.74,3.7,41.7,77.2,REDUCAO_TERMICA
4,440,17.25,1.92,3.7,42.1,77.8,REDUCAO_TERMICA
4,445,17.33,1.69,3.7,42.1,78.4,REDUCAO_TERMICA
4,450,17.42,1.38,3.7,41.9,79.1,REDUCAO_TERMICA
4,455,17.5,0.99,3.7,42.2,79.7,REDUCAO_TERMICA
4,460,17.58,1.05,3.7,42.1,80.0,REDUCAO_TERMICA
5,5,16.0,4.84,7.4,33.3,39.9,HIBRIDO_SOLAR_REDE
5,10,16.08,4.24,7.4,34.9,41.8,HIBRIDO_SOLAR_REDE
5,15,16.17,4.27,7.4,35.8,43.7,HIBRIDO_SOLAR_REDE
5,20,16.25,3.83,7.4,37.1,45.5,HIBRIDO_SOLAR_REDE
5,25,16.33,3.51,7.4,38.0,47.4,HIBRIDO_SOLAR_REDE
5,30,16.42,3.08,7.4,39.2,49.3,HIBRIDO_SOLAR_REDE
5,35,16.5,3.34,7.4,40.2,51.2,HIBRIDO_SOLAR_REDE
5,40,16.58,3.53,7.4,40.9,53.1,HIBRIDO_SOLAR_REDE
5,45,16.67,2.68,7.4,41.8,55.0,HIBRIDO_SOLAR_REDE
5,50,16.75,2.63,7.4,42.6,56.8,HIBRIDO_SOLAR_REDE
5,55,16.83,2.45,7.4,43.0,58.7,HIBRIDO_SOLAR_REDE
5,60,16.92,2.49,7.4,43.3,60.6,HIBRIDO_SOLAR_REDE
5,65,17.0,2.1,7.4,44.1,62.5,HIBRIDO_SOLAR_REDE
5,70,17.08,1.84,7.4,44.6,64.4,HIBRIDO_SOLAR_REDE
5,75,17.17,2.07,7.4,45.2,66.3,HIBRIDO_SOLAR_REDE
5,80,17.25,1.73,3.7,45.0,67.2,REDUCAO_TERMICA
5,85,17.33,1.61,3.7,44.9,68.2,REDUCAO_TERMICA
5,90,17.42,1.4,3.7,44.8,69.1,REDUCAO_TERMICA
5,95,17.5,1.2,3.7,44.7,70.0,REDUCAO_TERMICA
5,100,17.58,0.85,3.7,44.4,71.0,REDUCAO_TERMICA
5,105,17.67,0.68,3.7,43.9,71.9,REDUCAO_TERMICA
5,110,17.75,0.6,3.7,43.4,72.9,REDUCAO_TERMICA
5,115,17.83,0.36,1.85,42.9,73.3,REDUCAO_TERMICA
5,120,17.92,0.19,1.85,42.1,73.8,REDUCAO_TERMICA
5,125,18.0,0.0,1.85,41.4,74.3,REDUCAO_TERMICA
5,130,18.08,0.0,1.85,40.8,74.8,REDUCAO_TERMICA
5,135,18.17,0.0,3.7,40.8,75.7,REDE_POTENCIA_REDUZIDA
5,140,18.25,0.0,3.7,40.6,76.6,REDE_POTENCIA_REDUZIDA
5,145,18.33,0.0,3.7,40.7,77.6,REDE_POTENCIA_REDUZIDA
5,150,18.42,0.0,3.7,40.6,78.5,REDE_POTENCIA_REDUZIDA
5,155,18.5,0.0,3.7,40.4,79.5,REDE_POTENCIA_REDUZIDA
5,160,18.58,0.0,3.7,40.1,80.4,REDE_POTENCIA_REDUZIDA
5,165,18.67,0.0,2.22,39.6,81.0,REDE_POTENCIA_REDUZIDA
5,170,18.75,0.0,2.22,39.3,81.5,REDE_POTENCIA_REDUZIDA
5,175,18.83,0.0,2.22,39.1,82.1,REDE_POTENCIA_REDUZIDA
5,180,18.92,0.0,2.22,39.0,82.7,REDE_POTENCIA_REDUZIDA
5,185,19.0,0.0,2.22,38.8,83.2,REDE_POTENCIA_REDUZIDA
5,190,19.08,0.0,2.22,38.6,83.8,REDE_POTENCIA_REDUZIDA
5,195,19.17,0.0,2.22,38.2,84.4,REDE_POTENCIA_REDUZIDA
5,200,19.25,0.0,2.22,38.2,84.9,REDE_POTENCIA_REDUZIDA
5,205,19.33,0.0,2.22,38.2,85.5,REDE_POTENCIA_REDUZIDA
5,210,19.42,0.0,2.22,38.0,86.1,REDE_POTENCIA_REDUZIDA
5,215,19.5,0.0,2.22,38.0,86.6,REDE_POTENCIA_REDUZIDA
5,220,19.58,0.0,2.22,38.0,87.2,REDE_POTENCIA_REDUZIDA
5,225,19.67,0.0,2.22,38.1,87.8,REDE_POTENCIA_REDUZIDA
5,230,19.75,0.0,2.22,38.0,88.3,REDE_POTENCIA_REDUZIDA
5,235,19.83,0.0,2.22,37.9,88.9,REDE_POTENCIA_REDUZIDA
5,240,19.92,0.0,2.22,38.0,89.5,REDE_POTENCIA_REDUZIDA
5,245,20.0,0.0,2.22,38.0,90.0,REDE_POTENCIA_REDUZIDA
6,5,22.0,0.0,3.7,35.6,21.5,REDE_POTENCIA_REDUZIDA
6,10,22.08,0.0,3.7,36.1,22.1,REDE_POTENCIA_REDUZIDA
6,15,22.17,0.0,3.7,36.8,22.6,REDE_POTENCIA_REDUZIDA
6,20,22.25,0.0,3.7,37.6,23.2,REDE_POTENCIA_REDUZIDA
6,25,22.33,0.0,3.7,38.3,23.7,REDE_POTENCIA_REDUZIDA
6,30,22.42,0.0,3.7,38.5,24.3,REDE_POTENCIA_REDUZIDA
6,35,22.5,0.0,3.7,39.0,24.8,REDE_POTENCIA_REDUZIDA
6,40,22.58,0.0,3.7,39.3,25.4,REDE_POTENCIA_REDUZIDA
6,45,22.67,0.0,3.7,39.9,25.9,REDE_POTENCIA_REDUZIDA
6,50,22.75,0.0,3.7,40.5,26.5,REDE_POTENCIA_REDUZIDA
6,55,22.83,0.0,3.7,41.0,27.0,REDE_POTENCIA_REDUZIDA
6,60,22.92,0.0,3.7,41.0,27.5,REDE_POTENCIA_REDUZIDA
6,65,23.0,0.0,3.7,41.1,28.1,REDE_POTENCIA_REDUZIDA
6,70,23.08,0.0,3.7,41.5,28.6,REDE_POTENCIA_REDUZIDA
6,75,23.17,0.0,3.7,41.9,29.2,REDE_POTENCIA_REDUZIDA
6,80,23.25,0.0,3.7,42.0,29.7,REDE_POTENCIA_REDUZIDA
6,85,23.33,0.0,3.7,42.4,30.3,REDE_POTENCIA_REDUZIDA
6,90,23.42,0.0,3.7,42.5,30.8,REDE_POTENCIA_REDUZIDA
6,95,23.5,0.0,3.7,42.3,31.4,REDE_POTENCIA_REDUZIDA
6,100,23.58,0.0,3.7,42.3,31.9,REDE_POTENCIA_REDUZIDA
6,105,23.67,0.0,3.7,42.5,32.5,REDE_POTENCIA_REDUZIDA
6,110,23.75,0.0,3.7,42.5,33.0,REDE_POTENCIA_REDUZIDA
6,115,23.83,0.0,3.7,42.5,33.5,REDE_POTENCIA_REDUZIDA
6,120,23.92,0.0,3.7,42.7,34.1,REDE_POTENCIA_REDUZIDA
6,125,0.0,0.0,3.7,42.6,34.6,REDE_POTENCIA_REDUZIDA
6,130,0.08,0.0,3.7,42.8,35.2,REDE_POTENCIA_REDUZIDA
6,135,0.17,0.0,3.7,42.7,35.7,REDE_POTENCIA_REDUZIDA
6,140,0.25,0.0,3.7,42.6,36.3,REDE_POTENCIA_REDUZIDA
6,145,0.33,0.0,3.7,42.7,36.8,REDE_POTENCIA_REDUZIDA
6,150,0.42,0.0,3.7,42.9,37.4,REDE_POTENCIA_REDUZIDA
6,155,0.5,0.0,3.7,42.9,37.9,REDE_POTENCIA_REDUZIDA
6,160,0.58,0.0,3.7,43.2,38.5,REDE_POTENCIA_REDUZIDA
6,165,0.67,0.0,3.7,43.2,39.0,REDE_POTENCIA_REDUZIDA
6,170,0.75,0.0,3.7,43.4,39.5,REDE_POTENCIA_REDUZIDA
6,175,0.83,0.0,3.7,43.5,40.1,REDE_POTENCIA_REDUZIDA
6,180,0.92,0.0,3.7,43.7,40.6,REDE_POTENCIA_REDUZIDA
6,185,1.0,0.0,3.7,43.9,41.2,REDE_POTENCIA_REDUZIDA
6,190,1.08,0.0,3.7,43.9,41.7,REDE_POTENCIA_REDUZIDA
6,195,1.17,0.0,3.7,44.2,42.3,REDE_POTENCIA_REDUZIDA
6,200,1.25,0.0,3.7,44.3,42.8,REDE_POTENCIA_REDUZIDA
6,205,1.33,0.0,3.7,44.5,43.4,REDE_POTENCIA_REDUZIDA
6,210,1.42,0.0,3.7,44.6,43.9,REDE_POTENCIA_REDUZIDA
6,215,1.5,0.0,3.7,44.7,44.5,REDE_POTENCIA_REDUZIDA
6,220,1.58,0.0,3.7,44.9,45.0,REDE_POTENCIA_REDUZIDA
6,225,1.67,0.0,3.7,44.8,45.5,REDE_POTENCIA_REDUZIDA
6,230,1.75,0.0,3.7,44.6,46.1,REDE_POTENCIA_REDUZIDA
6,235,1.83,0.0,3.7,44.7,46.6,REDE_POTENCIA_REDUZIDA
6,240,1.92,0.0,3.7,44.5,47.2,REDE_POTENCIA_REDUZIDA
6,245,2.0,0.0,3.7,44.2,47.7,REDE_POTENCIA_REDUZIDA
6,250,2.08,0.0,3.7,43.9,48.3,REDE_POTENCIA_REDUZIDA
6,255,2.17,0.0,3.7,44.0,48.8,REDE_POTENCIA_REDUZIDA
6,260,2.25,0.0,3.7,44.0,49.4,REDE_POTENCIA_REDUZIDA
6,265,2.33,0.0,3.7,43.8,49.9,REDE_POTENCIA_REDUZIDA
6,270,2.42,0.0,3.7,43.7,50.5,REDE_POTENCIA_REDUZIDA
6,275,2.5,0.0,3.7,44.0,51.0,REDE_POTENCIA_REDUZIDA
6,280,2.58,0.0,3.7,44.1,51.5,REDE_POTENCIA_REDUZIDA
6,285,2.67,0.0,3.7,44.4,52.1,REDE_POTENCIA_REDUZIDA
6,290,2.75,0.0,3.7,44.1,52.6,REDE_POTENCIA_REDUZIDA
6,295,2.83,0.0,3.7,44.4,53.2,REDE_POTENCIA_REDUZIDA
6,300,2.92,0.0,3.7,44.3,53.7,REDE_POTENCIA_REDUZIDA
6,305,3.0,0.0,3.7,44.4,54.3,REDE_POTENCIA_REDUZIDA
6,310,3.08,0.0,3.7,44.3,54.8,REDE_POTENCIA_REDUZIDA
6,315,3.17,0.0,3.7,44.4,55.4,REDE_POTENCIA_REDUZIDA
6,320,3.25,0.0,3.7,44.5,55.9,REDE_POTENCIA_REDUZIDA
6,325,3.33,0.0,3.7,44.4,56.5,REDE_POTENCIA_REDUZIDA
6,330,3.42,0.0,3.7,44.4,57.0,REDE_POTENCIA_REDUZIDA
6,335,3.5,0.0,3.7,44.5,57.5,REDE_POTENCIA_REDUZIDA
6,340,3.58,0.0,3.7,44.6,58.1,REDE_POTENCIA_REDUZIDA
6,345,3.67,0.0,3.7,44.6,58.6,REDE_POTENCIA_REDUZIDA
6,350,3.75,0.0,3.7,44.8,59.2,REDE_POTENCIA_REDUZIDA
6,355,3.83,0.0,3.7,44.6,59.7,REDE_POTENCIA_REDUZIDA
6,360,3.92,0.0,3.7,44.8,60.3,REDE_POTENCIA_REDUZIDA
6,365,4.0,0.0,3.7,44.8,60.8,REDE_POTENCIA_REDUZIDA
6,370,4.08,0.0,3.7,44.8,61.4,REDE_POTENCIA_REDUZIDA
6,375,4.17,0.0,3.7,44.8,61.9,REDE_POTENCIA_REDUZIDA
6,380,4.25,0.0,3.7,44.5,62.5,REDE_POTENCIA_REDUZIDA
6,385,4.33,0.0,3.7,44.3,63.0,REDE_POTENCIA_REDUZIDA
6,390,4.42,0.0,3.7,44.2,63.5,REDE_POTENCIA_REDUZIDA
6,395,4.5,0.0,3.7,44.2,64.1,REDE_POTENCIA_REDUZIDA
6,400,4.58,0.0,3.7,44.1,64.6,REDE_POTENCIA_REDUZIDA
6,405,4.67,0.0,3.7,44.0,65.2,REDE_POTENCIA_REDUZIDA
6,410,4.75,0.0,3.7,43.8,65.7,REDE_POTENCIA_REDUZIDA
6,415,4.83,0.0,3.7,43.9,66.3,REDE_POTENCIA_REDUZIDA
6,420,4.92,0.0,3.7,43.7,66.8,REDE_POTENCIA_REDUZIDA
6,425,5.0,0.0,3.7,44.0,67.4,REDE_POTENCIA_REDUZIDA
6,430,5.08,0.0,3.7,44.0,67.9,REDE_POTENCIA_REDUZIDA
6,435,5.17,0.0,3.7,43.7,68.5,REDE_POTENCIA_REDUZIDA
6,440,5.25,0.0,3.7,44.0,69.0,REDE_POTENCIA_REDUZIDA
6,445,5.33,0.0,3.7,43.8,69.6,REDE_POTENCIA_REDUZIDA
6,450,5.42,0.0,3.7,43.7,70.1,REDE_POTENCIA_REDUZIDA
6,455,5.5,0.0,3.7,43.9,70.6,REDE_POTENCIA_REDUZIDA
6,460,5.58,0.0,3.7,43.8,71.2,REDE_POTENCIA_REDUZIDA
6,465,5.67,0.0,3.7,43.6,71.7,REDE_POTENCIA_REDUZIDA
6,470,5.75,0.0,3.7,43.7,72.3,REDE_POTENCIA_REDUZIDA
6,475,5.83,0.0,3.7,43.9,72.8,REDE_POTENCIA_REDUZIDA
6,480,5.92,0.0,3.7,43.9,73.4,REDE_POTENCIA_REDUZIDA
6,485,6.0,0.0,3.7,43.7,73.9,REDE_POTENCIA_REDUZIDA
6,490,6.08,0.18,3.7,43.8,74.5,REDE_POTENCIA_REDUZIDA
6,495,6.17,0.35,3.7,43.6,75.0,REDE_POTENCIA_REDUZIDA
6,500,6.25,0.63,7.4,44.6,76.1,HIBRIDO_SOLAR_REDE
6,505,6.33,0.81,7.4,45.2,77.2,HIBRIDO_SOLAR_REDE
6,510,6.42,0.96,3.7,45.0,77.7,REDUCAO_TERMICA
6,515,6.5,0.99,3.7,44.9,78.3,REDUCAO_TERMICA
6,520,6.58,1.18,3.7,44.8,78.8,REDUCAO_TERMICA
6,525,6.67,1.71,3.7,44.6,79.4,REDUCAO_TERMICA
6,530,6.75,1.56,3.7,44.3,79.9,REDUCAO_TERMICA
6,535,6.83,2.06,3.7,44.2,80.5,REDUCAO_TERMICA
6,540,6.92,1.88,2.22,43.7,80.8,REDUCAO_TERMICA
6,545,7.0,2.38,2.22,43.4,81.1,REDUCAO_TERMICA
6,550,7.08,2.15,2.22,43.4,81.4,REDUCAO_TERMICA
6,555,7.17,2.56,2.22,43.1,81.8,REDUCAO_TERMICA
6,560,7.25,2.54,2.22,43.1,82.1,REDUCAO_TERMICA
6,565,7.33,3.06,2.22,42.8,82.4,REDUCAO_TERMICA
6,570,7.42,2.82,2.22,42.7,82.8,REDUCAO_TERMICA
6,575,7.5,3.61,2.22,42.3,83.1,REDUCAO_TERMICA
6,580,7.58,3.52,2.22,42.0,83.4,REDUCAO_TERMICA
6,585,7.67,3.24,2.22,42.1,83.7,REDUCAO_TERMICA
6,590,7.75,4.18,2.22,42.2,84.1,REDUCAO_TERMICA
6,595,7.83,3.87,2.22,42.4,84.4,REDUCAO_TERMICA
6,600,7.92,3.74,2.22,42.4,84.7,REDUCAO_TERMICA
6,605,8.0,3.78,2.22,42.1,85.0,REDUCAO_TERMICA
6,610,8.08,5.0,2.22,41.8,85.4,REDUCAO_TERMICA
6,615,8.17,5.1,2.22,41.6,85.7,REDUCAO_TERMICA
6,620,8.25,4.76,2.22,41.3,86.0,REDUCAO_TERMICA
6,625,8.33,4.81,2.22,41.1,86.4,REDUCAO_TERMICA
6,630,8.42,4.47,2.22,41.1,86.7,REDUCAO_TERMICA
6,635,8.5,5.86,2.22,41.2,87.0,REDUCAO_TERMICA
6,640,8.58,5.89,2.22,40.9,87.3,REDUCAO_TERMICA
6,645,8.67,5.02,4.44,41.6,88.0,HIBRIDO_SOLAR_REDE
6,650,8.75,5.85,4.44,42.0,88.6,HIBRIDO_SOLAR_REDE
6,655,8.83,5.85,4.44,42.4,89.3,HIBRIDO_SOLAR_REDE
6,660,8.92,6.22,4.44,42.9,90.0,HIBRIDO_SOLAR_REDE
6,665,9.0,6.53,4.44,43.3,90.0,HIBRIDO_SOLAR_REDE
7,5,2.0,0.0,3.7,23.5,5.7,REDE_POTENCIA_REDUZIDA
7,10,2.08,0.0,3.7,24.4,6.4,REDE_POTENCIA_REDUZIDA
7,15,2.17,0.0,3.7,25.1,7.1,REDE_POTENCIA_REDUZIDA
7,20,2.25,0.0,3.7,26.0,7.8,REDE_POTENCIA_REDUZIDA
7,25,2.33,0.0,3.7,26.5,8.5,REDE_POTENCIA_REDUZIDA
7,30,2.42,0.0,3.7,26.8,9.3,REDE_POTENCIA_REDUZIDA
7,35,2.5,0.0,3.7,27.3,10.0,REDE_POTENCIA_REDUZIDA
7,40,2.58,0.0,3.7,27.8,10.7,REDE_POTENCIA_REDUZIDA
7,45,2.67,0.0,3.7,28.0,11.4,REDE_POTENCIA_REDUZIDA
7,50,2.75,0.0,3.7,28.6,12.1,REDE_POTENCIA_REDUZIDA
7,55,2.83,0.0,3.7,29.1,12.8,REDE_POTENCIA_REDUZIDA
7,60,2.92,0.0,3.7,29.4,13.5,REDE_POTENCIA_REDUZIDA
7,65,3.0,0.0,3.7,29.8,14.2,REDE_POTENCIA_REDUZIDA
7,70,3.08,0.0,3.7,29.9,14.9,REDE_POTENCIA_REDUZIDA
7,75,3.17,0.0,3.7,29.8,15.6,REDE_POTENCIA_REDUZIDA
7,80,3.25,0.0,3.7,30.1,16.3,REDE_POTENCIA_REDUZIDA
7,85,3.33,0.0,3.7,30.4,17.1,REDE_POTENCIA_REDUZIDA
7,90,3.42,0.0,3.7,30.8,17.8,REDE_POTENCIA_REDUZIDA
7,95,3.5,0.0,3.7,30.7,18.5,REDE_POTENCIA_REDUZIDA
7,100,3.58,0.0,3.7,30.9,19.2,REDE_POTENCIA_REDUZIDA
7,105,3.67,0.0,3.7,31.1,19.9,REDE_POTENCIA_REDUZIDA
7,110,3.75,0.0,3.7,31.2,20.6,REDE_POTENCIA_REDUZIDA
7,115,3.83,0.0,3.7,31.0,21.3,REDE_POTENCIA_REDUZIDA
7,120,3.92,0.0,3.7,31.3,22.0,REDE_POTENCIA_REDUZIDA
7,125,4.0,0.0,3.7,31.6,22.7,REDE_POTENCIA_REDUZIDA
7,130,4.08,0.0,3.7,31.7,23.4,REDE_POTENCIA_REDUZIDA
7,135,4.17,0.0,3.7,31.6,24.1,REDE_POTENCIA_REDUZIDA
7,140,4.25,0.0,3.7,31.4,24.9,REDE_POTENCIA_REDUZIDA
7,145,4.33,0.0,3.7,31.2,25.6,REDE_POTENCIA_REDUZIDA
7,150,4.42,0.0,3.7,31.2,26.3,REDE_POTENCIA_REDUZIDA
7,155,4.5,0.0,3.7,31.5,27.0,REDE_POTENCIA_REDUZIDA
7,160,4.58,0.0,3.7,31.7,27.7,REDE_POTENCIA_REDUZIDA
7,165,4.67,0.0,3.7,31.5,28.4,REDE_POTENCIA_REDUZIDA
7,170,4.75,0.0,3.7,31.7,29.1,REDE_POTENCIA_REDUZIDA
7,175,4.83,0.0,3.7,31.8,29.8,REDE_POTENCIA_REDUZIDA
7,180,4.92,0.0,3.7,32.2,30.5,REDE_POTENCIA_REDUZIDA
7,185,5.0,0.0,3.7,31.9,31.2,REDE_POTENCIA_REDUZIDA
7,190,5.08,0.0,3.7,32.2,31.9,REDE_POTENCIA_REDUZIDA
7,195,5.17,0.0,3.7,32.1,32.7,REDE_POTENCIA_REDUZIDA
7,200,5.25,0.0,3.7,31.8,33.4,REDE_POTENCIA_REDUZIDA
7,205,5.33,0.0,3.7,31.8,34.1,REDE_POTENCIA_REDUZIDA
7,210,5.42,0.0,3.7,31.6,34.8,REDE_POTENCIA_REDUZIDA
7,215,5.5,0.0,3.7,31.6,35.5,REDE_POTENCIA_REDUZIDA
7,220,5.58,0.0,3.7,31.6,36.2,REDE_POTENCIA_REDUZIDA
7,225,5.67,0.0,3.7,31.8,36.9,REDE_POTENCIA_REDUZIDA
7,230,5.75,0.0,3.7,31.9,37.6,REDE_POTENCIA_REDUZIDA
7,235,5.83,0.0,3.7,31.8,38.3,REDE_POTENCIA_REDUZIDA
7,240,5.92,0.0,3.7,32.0,39.0,REDE_POTENCIA_REDUZIDA
7,245,6.0,0.0,3.7,31.8,39.7,REDE_POTENCIA_REDUZIDA
7,250,6.08,0.2,3.7,31.5,40.5,REDE_POTENCIA_REDUZIDA
7,255,6.17,0.34,3.7,31.6,41.2,REDE_POTENCIA_REDUZIDA
7,260,6.25,0.65,7.4,32.7,42.6,HIBRIDO_SOLAR_REDE
7,265,6.33,0.74,7.4,33.5,44.0,HIBRIDO_SOLAR_REDE
7,270,6.42,1.08,7.4,34.1,45.4,HIBRIDO_SOLAR_REDE
7,275,6.5,1.01,7.4,34.7,46.8,HIBRIDO_SOLAR_REDE
7,280,6.58,1.28,7.4,35.1,48.3,HIBRIDO_SOLAR_REDE
7,285,6.67,1.46,7.4,35.7,49.7,HIBRIDO_SOLAR_REDE
7,290,6.75,1.58,7.4,36.2,51.1,HIBRIDO_SOLAR_REDE
7,295,6.83,1.71,7.4,36.6,52.5,HIBRIDO_SOLAR_REDE
7,300,6.92,1.93,7.4,36.9,53.9,HIBRIDO_SOLAR_REDE
7,305,7.0,2.09,7.4,37.3,55.4,HIBRIDO_SOLAR_REDE
7,310,7.08,2.49,7.4,37.4,56.8,HIBRIDO_SOLAR_REDE
7,315,7.17,2.46,7.4,37.6,58.2,HIBRIDO_SOLAR_REDE
7,320,7.25,2.55,7.4,38.2,59.6,HIBRIDO_SOLAR_REDE
7,325,7.33,3.34,7.4,38.2,61.0,HIBRIDO_SOLAR_REDE
7,330,7.42,3.18,7.4,38.4,62.4,HIBRIDO_SOLAR_REDE
7,335,7.5,2.92,7.4,38.4,63.9,HIBRIDO_SOLAR_REDE
7,340,7.58,3.82,7.4,38.7,65.3,HIBRIDO_SOLAR_REDE
7,345,7.67,3.81,7.4,39.2,66.7,HIBRIDO_SOLAR_REDE
7,350,7.75,3.84,7.4,39.2,68.1,HIBRIDO_SOLAR_REDE
7,355,7.83,4.58,7.4,39.5,69.5,HIBRIDO_SOLAR_REDE
7,360,7.92,4.45,7.4,39.4,71.0,HIBRIDO_SOLAR_REDE
7,365,8.0,4.06,7.4,39.5,72.4,HIBRIDO_SOLAR_REDE
7,370,8.08,4.02,7.4,39.7,73.8,HIBRIDO_SOLAR_REDE
7,375,8.17,4.22,7.4,39.7,75.2,HIBRIDO_SOLAR_REDE
7,380,8.25,5.54,7.4,40.1,76.6,HIBRIDO_SOLAR_REDE
7,385,8.33,4.6,7.4,40.3,78.0,HIBRIDO_SOLAR_REDE
7,390,8.42,5.06,7.4,40.3,79.5,HIBRIDO_SOLAR_REDE
7,395,8.5,5.86,7.4,40.5,80.0,HIBRIDO_SOLAR_REDE
8,5,8.0,3.96,7.4,28.4,12.4,HIBRIDO_SOLAR_REDE
8,10,8.08,4.72,7.4,29.9,13.8,HIBRIDO_SOLAR_REDE
8,15,8.17,4.54,7.4,31.0,15.3,HIBRIDO_SOLAR_REDE
8,20,8.25,5.54,7.4,32.2,16.7,HIBRIDO_SOLAR_REDE
8,25,8.33,5.68,7.4,33.0,18.1,HIBRIDO_SOLAR_REDE
8,30,8.42,4.93,7.4,34.0,19.5,HIBRIDO_SOLAR_REDE
8,35,8.5,4.82,7.4,34.7,20.9,HIBRIDO_SOLAR_REDE
8,40,8.58,4.95,7.4,35.5,22.3,HIBRIDO_SOLAR_REDE
8,45,8.67,5.23,7.4,36.1,23.8,HIBRIDO_SOLAR_REDE
8,50,8.75,6.46,7.4,37.1,25.2,HIBRIDO_SOLAR_REDE
8,55,8.83,5.33,7.4,37.9,26.6,HIBRIDO_SOLAR_REDE
8,60,8.92,6.2,7.4,38.5,28.0,HIBRIDO_SOLAR_REDE
8,65,9.0,5.91,7.4,38.8,29.4,HIBRIDO_SOLAR_REDE
8,70,9.08,6.01,7.4,39.4,30.9,HIBRIDO_SOLAR_REDE
8,75,9.17,7.2,7.4,39.9,32.3,HIBRIDO_SOLAR_REDE
8,80,9.25,6.74,7.4,40.3,33.7,HIBRIDO_SOLAR_REDE
8,85,9.33,6.07,7.4,40.9,35.1,HIBRIDO_SOLAR_REDE
8,90,9.42,6.55,7.4,41.0,36.5,HIBRIDO_SOLAR_REDE
8,95,9.5,6.09,7.4,41.1,37.9,HIBRIDO_SOLAR_REDE
8,100,9.58,6.49,7.4,41.3,39.4,HIBRIDO_SOLAR_REDE
8,105,9.67,7.16,7.4,41.4,40.8,HIBRIDO_SOLAR_REDE
8,110,9.75,6.44,7.4,41.8,42.2,HIBRIDO_SOLAR_REDE
8,115,9.83,6.44,7.4,42.1,43.6,HIBRIDO_SOLAR_REDE
8,120,9.92,6.46,7.4,42.2,45.0,HIBRIDO_SOLAR_REDE
8,125,10.0,6.63,7.4,42.5,46.5,HIBRIDO_SOLAR_REDE
8,130,10.08,6.63,7.4,42.6,47.9,HIBRIDO_SOLAR_REDE
8,135,10.17,7.4,7.4,42.9,49.3,SOLAR_TOTAL
8,140,10.25,8.91,7.4,43.0,50.7,SOLAR_TOTAL
8,145,10.33,8.16,7.4,43.1,52.1,SOLAR_TOTAL
8,150,10.42,6.88,7.4,43.1,53.6,HIBRIDO_SOLAR_REDE
8,155,10.5,8.65,7.4,43.4,55.0,SOLAR_TOTAL
8,160,10.58,7.62,7.4,43.5,56.4,SOLAR_TOTAL
8,165,10.67,8.66,7.4,43.8,57.8,SOLAR_TOTAL
8,170,10.75,7.64,7.4,44.0,59.2,SOLAR_TOTAL
8,175,10.83,8.88,7.4,44.3,60.6,SOLAR_TOTAL
8,180,10.92,7.56,7.4,44.6,62.1,SOLAR_TOTAL
8,185,11.0,8.53,7.4,44.7,63.5,SOLAR_TOTAL
8,190,11.08,8.24,7.4,45.0,64.9,SOLAR_TOTAL
8,195,11.17,7.54,7.4,45.1,66.3,SOLAR_TOTAL
8,200,11.25,8.07,3.7,44.5,67.0,REDUCAO_TERMICA
8,205,11.33,8.34,3.7,44.0,67.7,REDUCAO_TERMICA
8,210,11.42,7.57,3.7,43.4,68.4,REDUCAO_TERMICA
8,215,11.5,8.4,3.7,42.6,69.2,REDUCAO_TERMICA
